% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
5.2,1.99,38.9074275857143,-77.0608520285714,6.3,0.6,35.7,56.9,2.9,0.0,4.5,0.0,6.2,48.1,41.1,81331.0,0.6,2.4,3.0,14,2.91545189504373,4802,11001000100,1.6,88.3
9.1,,38.9120282285555,-77.0744560727777,100.0,7.3,12.9,72.9,0.0,0.0,14.3,0.0,4.9,43.7,19.5,"2,500",0.8,0.0,0.3,90,21.3472485768501,4216,11001000201,0.0,82.4
2.9,2.09,38.9066349294117,-77.0649150117647,16.3,2.5,39.6,53.6,0.1,0.9,5.8,0.0,2.4,45.9,27.1,51027.0,3.0,0.0,0.3,17,3.52770284291347,4819,11001000202,2.6,91.3
5.4,2.17,38.9155763,-77.07632903,9.7,1.8,33.9,50.3,1.8,4.6,9.4,0.3,8.4,48.6,32.3,54585.0,0.9,1.5,2.3,4,0.742666171555886,5386,11001000300,4.5,87.9
5.0,2.37,38.9183402888889,-77.0697053166667,4.7,2.5,34.6,49.7,2.3,2.6,10.7,0.0,18.0,51.5,43.0,76346.0,0.8,0.0,0.0,18,12.5610607117934,1433,11001000400,2.2,91.6
4.2,1.64,38.924112025,-77.0521106875,14.9,1.8,44.6,46.4,1.0,0.8,7.2,0.0,9.6,40.1,29.7,52027.0,3.8,1.2,0.0,8,2.33168172544448,3431,11001000501,3.0,89.0
5.6,1.88,38.9293855133333,-77.0553503866667,4.4,4.5,32.3,52.5,6.0,0.9,8.3,0.0,5.9,45.2,39.7,63660.0,3.4,0.3,1.7,30,9.20245398773006,3260,11001000502,1.6,84.5
5.3,1.98,38.936873594,-77.065189406,9.2,11.1,22.8,55.9,9.0,5.3,7.0,0.1,4.7,44.0,47.0,63074.0,2.6,0.0,0.6,5,1.09170305676856,4580,11001000600,2.8,80.3
12.8,1.49,38.9309596666667,-77.0779466666667,2.1,5.4,33.9,47.1,3.6,5.1,10.4,0.0,6.1,41.8,44.3,61648.0,6.7,0.0,0.9,3,0.66949341664807,4481,11001000701,3.0,74.3
9.0,1.43,,,8.0,2.2,41.1,40.9,3.4,1.1,13.4,0.0,14.1,41.3,31.0,51640.0,1.6,1.1,4.2,0,0,3426,11001000702,3.1,81.8
6.3,1.85,38.9256358888889,-77.0913284444444,10.7,2.2,30.2,52.1,5.0,4.0,8.7,0.0,8.7,43.3,44.0,65884.0,2.4,0.0,3.7,9,1.3307703681798,6763,11001000801,6.8,85.4
2.1,1.9,38.9127674,-77.0880764,8.5,6.7,33.3,55.4,1.7,0.5,9.1,0.0,7.3,46.5,38.7,74453.0,5.7,0.0,0.4,5,1.94174757281553,2575,11001000802,2.2,85.0
5.1,2.47,38.9389554666667,-77.0980287888889,6.5,6.6,30.6,58.1,2.9,0.0,8.3,0.0,5.3,43.5,20.2,14045.0,0.7,0.0,0.7,9,1.20643431635389,7460,11001000901,6.8,86.9
2.3,2.68,38.92819931,-77.1043824971429,4.6,1.2,40.8,42.8,4.5,0.1,11.8,0.0,6.4,48.3,42.6,80484.0,1.1,0.0,0.8,7,3.2139577594123,2178,11001000902,5.4,94.5
7.4,2.52,38.9510883094117,-77.0845538152941,5.1,2.6,27.3,58.1,3.1,1.3,10.2,0.0,4.8,45.9,39.6,66522.0,4.6,0.6,0.1,34,4.40871369294606,7712,11001001001,2.5,84.7
16.8,1.67,38.9436596,-77.0775946666667,16.2,9.4,21.6,53.2,7.1,8.0,10.0,0.0,7.2,39.6,34.2,52827.0,1.3,0.0,0.3,15,4.99500499500499,3003,11001001002,3.0,72.3
7.6,2.35,38.9569856910256,-77.0812735948718,6.9,4.6,25.3,56.6,6.4,3.6,8.1,0.0,4.6,48.4,42.8,63444.0,6.3,0.0,0.0,78,17.687074829932,4410,11001001100,1.3,81.5
9.3,2.05,38.94859844,-77.06771905,7.5,4.6,33.7,52.2,5.8,2.2,6.0,0.0,8.8,49.0,36.8,59444.0,1.6,0.0,2.5,10,1.96347928529354,5093,11001001200,3.1,82.0
11.2,2.0,38.9495764121951,-77.065783502439,12.5,6.7,24.3,65.5,2.9,2.4,4.9,0.0,9.2,50.2,35.8,53138.0,3.2,0.0,3.0,41,9.71563981042654,4220,11001001301,4.2,76.0
6.5,1.46,38.94004,-77.060648,7.4,3.4,30.5,58.3,2.2,0.1,8.8,0.0,8.9,41.7,35.3,62886.0,3.5,0.0,1.4,4,0.564971751412429,7080,11001001302,3.6,85.2
3.5,2.32,38.962474975,-77.071628075,4.6,6.8,28.9,55.4,7.1,1.1,7.5,0.0,10.3,43.7,39.7,63786.0,0.2,0.0,6.6,8,2.40529164161155,3326,11001001401,1.1,82.9
2.6,1.99,38.958395425,-77.071732525,6.0,17.6,28.2,44.4,6.8,11.0,9.7,0.0,8.6,48.0,46.6,69914.0,3.8,0.0,2.3,16,5.63976031018682,2837,11001001402,5.7,73.7
2.3,2.71,38.9710534966667,-77.0598239616667,2.0,12.1,27.0,56.3,2.3,2.6,11.8,0.0,7.2,48.8,46.7,88333.0,1.8,0.0,3.2,6,1.0112927692567,5933,11001001500,0.7,80.5
0.3,2.58,38.9848931,-77.0327909875,3.8,71.4,22.9,50.4,7.0,4.5,15.2,0.0,6.9,48.4,48.6,62466.0,2.6,0.9,5.1,8,1.80505415162455,4432,11001001600,3.5,19.7
3.7,2.49,38.97539925,-77.02013025,12.1,59.8,20.5,31.6,20.0,5.6,22.3,0.0,2.3,45.7,38.8,46439.0,4.0,0.0,1.9,2,0.718648939992814,2783,11001001702,11.4,30.6
1.1,1.93,,,12.2,72.5,15.4,17.2,22.3,23.5,21.5,0.0,21.6,47.3,39.8,26608.0,2.2,0.0,16.7,0,0,3106,11001001803,15.6,7.5
1.2,2.38,,,26.5,62.1,14.6,10.4,22.5,27.2,25.2,0.0,32.5,50.3,37.2,22741.0,0.8,1.4,15.3,0,0,4645,11001001804,11.9,19.1
0.8,2.62,38.967646,-77.0250025,2.3,83.9,19.9,18.1,19.2,12.6,30.1,0.0,10.4,42.3,43.3,31611.0,0.7,0.4,7.3,2,0.493096646942801,4056,11001001901,8.9,7.0
0.8,2.52,,,8.2,80.1,23.4,15.6,21.8,8.9,30.4,0.0,9.8,43.4,44.2,30491.0,3.1,0.7,2.5,0,0,2122,11001001902,8.3,12.8
7.5,2.4,38.9598662,-77.0355206,7.9,47.5,16.4,19.9,23.5,16.8,23.4,0.0,25.6,47.5,38.9,29701.0,7.2,0.0,14.0,2,0.797766254487435,2507,11001002001,5.6,23.8
1.0,2.51,38.95089,-77.03343,11.8,62.5,22.1,20.3,19.7,16.8,21.0,0.0,19.2,48.2,44.3,31314.0,1.2,0.0,13.1,3,0.81677103185407,3673,11001002002,10.5,22.2
0.9,2.7,38.954178,-77.02407,18.8,63.6,11.9,5.4,36.1,27.7,18.9,0.0,32.2,47.5,36.0,26255.0,3.1,0.2,17.0,1,0.193911188675587,5157,11001002101,13.7,15.2
1.3,2.53,,,15.8,66.2,19.8,11.8,23.8,18.9,25.7,0.0,23.4,42.0,33.2,30999.0,2.5,0.2,19.4,0,0,5064,11001002102,10.8,10.4
0.0,3.28,,,3.3,76.5,15.6,12.7,23.9,25.9,21.8,0.0,16.1,51.8,36.5,23274.0,2.1,0.6,12.2,0,0,3733,11001002201,19.2,8.6
0.0,2.41,38.946587,-77.01942,13.8,77.8,20.8,13.0,31.4,12.1,22.6,0.0,14.4,41.8,39.7,34000.0,1.5,0.0,10.4,1,0.322476620445018,3101,11001002202,12.5,10.2
0.2,2.83,,,15.4,75.7,18.3,18.3,30.6,18.1,14.8,0.0,12.5,49.5,37.8,30354.0,1.9,2.6,7.1,0,0,3059,11001002301,13.1,12.5
3.1,1.75,38.9287947146835,-77.0122304586496,27.6,63.5,15.6,25.1,20.8,16.2,22.3,0.0,4.5,61.3,46.1,30057.0,5.1,0.0,0.7,237,151.53452685422,1564,11001002302,1.8,27.6
0.3,2.76,,,15.0,66.4,20.6,17.4,26.8,15.7,19.5,0.0,18.4,53.0,36.9,35455.0,3.4,0.0,5.4,0,0,3578,11001002400,17.3,24.5
0.0,2.38,38.946657,-77.031365,33.8,76.3,19.8,18.9,21.9,19.9,19.5,0.0,8.9,47.7,40.0,26103.0,1.4,0.0,4.8,2,0.844951415293621,2367,11001002501,28.0,17.6
1.2,2.45,38.9390900909091,-77.027332,13.5,49.6,15.9,13.3,28.5,27.2,15.1,0.0,37.6,51.7,35.1,28461.0,0.4,0.7,18.9,11,2.19210840972499,5018,11001002502,10.6,29.2
1.9,2.34,38.938854,-77.04186,4.3,48.3,28.9,38.4,8.2,1.6,22.8,0.4,6.1,45.6,47.1,60930.0,3.8,0.0,7.2,1,0.426621160409556,2344,11001002600,4.9,38.4
5.7,1.84,38.9338223333333,-77.04021,12.6,20.5,27.4,38.4,11.4,10.7,12.2,0.0,16.0,52.0,33.0,40614.0,3.1,0.3,2.8,3,0.591715976331361,5070,11001002701,6.6,67.7
2.2,2.45,38.9325954,-77.04395875,8.5,20.8,22.5,39.9,6.5,16.2,14.8,0.0,22.5,49.4,33.3,50751.0,3.3,0.0,6.8,2,0.384763370527126,5198,11001002702,7.5,66.9
2.6,2.23,,,24.7,40.5,20.1,16.3,17.8,26.1,19.7,0.6,39.4,50.7,29.6,32857.0,3.1,0.0,12.1,0,0,3930,11001002801,11.3,41.1
7.0,2.05,38.9278504444444,-77.0331851111111,19.8,29.3,16.8,18.1,13.8,36.9,14.3,0.0,38.6,52.4,30.9,28973.0,2.9,0.5,5.0,9,2.12364322793771,4238,11001002802,6.7,55.4
4.6,2.98,38.9325802833333,-77.03141587,14.8,28.7,18.9,25.7,20.6,23.3,11.5,0.0,38.7,53.1,30.4,33275.0,0.9,0.2,14.4,3,0.680580762250454,4408,11001002900,7.9,51.3
4.0,2.41,38.92872,-77.0297,24.2,46.3,27.3,31.3,9.7,19.4,12.2,0.0,15.1,45.2,30.0,39098.0,2.2,0.8,1.1,1,0.298864315600717,3346,11001003000,10.9,45.6
1.2,2.98,,,6.3,38.0,19.7,17.8,23.5,21.5,17.4,0.0,37.7,57.7,32.5,33886.0,1.6,3.9,12.7,0,0,2758,11001003100,8.5,42.6
2.5,2.66,,,17.2,54.8,18.6,14.4,25.6,24.6,16.8,0.0,26.5,47.4,35.6,26936.0,2.5,0.4,5.0,0,0,4550,11001003200,8.1,34.9
1.4,2.26,38.920227,-77.01282,18.5,68.6,21.2,34.8,17.8,9.1,17.1,0.0,2.9,49.3,36.0,48967.0,5.4,0.0,2.7,1,0.352112676056338,2840,11001003301,11.0,21.9
3.8,2.42,,,16.2,57.1,29.2,32.9,11.6,6.0,20.2,0.0,8.6,48.3,33.3,46975.0,5.6,0.3,5.9,0,0,2352,11001003302,7.9,27.3
3.1,2.63,38.91883722,-77.0211516590323,20.4,67.6,27.9,17.7,21.5,20.4,12.5,0.0,11.3,47.4,20.8,12014.0,1.1,1.2,4.1,31,5.60984437205936,5526,11001003400,13.1,22.9
1.1,3.04,38.922597675,-77.02413204,24.3,71.7,17.8,10.1,25.1,15.8,31.2,0.3,15.2,58.2,23.6,20949.0,1.0,0.0,7.6,2,0.581226387678001,3441,11001003500,14.4,18.2
1.7,2.13,38.92497775,-77.02933375,18.2,43.0,25.4,20.8,13.9,20.1,19.7,0.0,14.3,50.2,33.9,38402.0,1.8,0.0,9.9,4,0.951474785918173,4204,11001003600,5.1,43.6
2.4,1.89,38.9236359,-77.03417845,20.2,48.2,28.6,29.4,13.6,20.5,7.9,0.0,21.3,43.1,29.0,27018.0,1.9,0.0,5.9,2,0.394632991318074,5068,11001003700,5.6,41.7
5.6,1.63,38.922420575,-77.0398596,9.4,23.1,34.9,38.0,7.4,8.8,10.9,1.8,17.9,59.4,33.7,55256.0,1.2,0.0,7.7,4,0.910954224550216,4391,11001003800,4.9,60.5
8.9,1.65,38.926344,-77.038908,5.5,17.1,41.3,37.3,8.1,3.8,9.5,0.0,15.1,47.3,34.5,55294.0,1.2,1.1,4.1,3,0.654450261780105,4584,11001003900,7.5,67.6
2.8,1.6,38.9199296666667,-77.0456086666667,3.2,2.1,41.9,52.6,1.6,1.0,3.0,0.0,3.8,44.4,37.8,72994.0,0.0,0.0,0.0,3,0.908815510451378,3301,11001004001,6.3,95.1
6.4,1.48,38.919548,-77.044464,4.8,6.0,36.9,46.7,6.0,2.9,7.4,0.4,7.5,51.3,34.8,66111.0,2.7,0.3,3.5,1,0.427715996578272,2338,11001004002,1.2,80.8
8.5,1.83,38.91483,-77.04653,3.1,2.2,31.0,53.5,3.8,4.2,7.4,0.0,11.3,46.9,43.1,58886.0,3.8,0.6,0.0,1,0.361402240693892,2767,11001004100,5.2,84.9
6.2,1.6,38.9142490666667,-77.0410426,13.3,11.3,32.2,50.1,5.9,3.9,7.9,0.0,11.9,50.9,31.3,62488.0,0.5,0.3,3.3,3,0.87463556851312,3430,11001004201,2.9,78.4
10.8,1.44,38.9123954563043,-77.0433338843478,6.1,2.8,38.8,51.3,2.2,1.8,5.9,0.0,3.6,49.1,32.5,66592.0,2.6,0.0,3.4,46,18.7678498572011,2451,11001004202,4.6,80.4
2.3,1.61,,,18.0,29.5,29.0,34.8,3.7,15.1,17.3,0.0,12.4,54.3,36.3,48015.0,2.5,0.0,2.6,0,0,2851,11001004300,5.7,63.1
6.1,2.09,38.91698765,-77.028719025,14.5,29.1,37.8,36.9,5.8,11.4,8.0,0.0,9.9,52.5,34.0,51340.0,1.4,0.0,4.2,4,0.782166601486117,5114,11001004400,5.2,59.2
2.9,2.25,38.90856294,-77.01157408,10.4,67.2,19.2,18.3,32.4,13.3,16.8,0.0,6.3,47.4,35.2,41875.0,3.9,3.4,0.5,5,1.97160883280757,2536,11001004600,5.7,22.0
9.1,1.81,38.9042113,-77.01198985,38.6,73.7,18.1,20.9,25.0,24.5,11.5,0.0,0.4,44.7,29.9,14388.0,0.9,1.2,0.0,2,0.675904021628929,2959,11001004701,24.5,15.1
6.0,1.32,38.901417,-77.01216,30.6,48.8,30.3,27.8,11.2,22.0,8.7,0.0,2.8,49.2,38.1,41655.0,0.0,0.0,0.4,1,0.680272108843537,1470,11001004702,20.9,44.8
1.8,1.84,38.91501875,-77.0208812,10.8,50.4,25.2,28.6,13.6,16.4,16.2,0.0,8.0,52.0,39.4,36807.0,7.5,0.0,4.5,2,1.12107623318386,1784,11001004801,6.4,35.7
11.6,2.2,,,13.5,53.8,22.1,20.1,28.2,17.6,12.1,0.0,11.2,44.5,35.2,42274.0,0.4,0.0,4.3,0,0,3029,11001004802,6.0,30.0
1.2,2.16,38.911533,-77.02441,21.3,49.4,25.7,24.3,16.7,16.5,16.9,0.0,13.1,48.7,31.1,36780.0,1.4,0.0,0.5,1,0.432152117545376,2314,11001004901,8.2,47.6
4.0,1.97,,,15.0,26.4,22.6,37.8,5.4,15.0,19.2,0.0,20.0,54.5,29.8,41024.0,0.9,0.8,3.5,0,0,2849,11001004902,4.8,64.3
3.2,1.9,38.910534,-77.031944,8.9,26.5,29.2,42.0,4.5,11.1,13.1,0.0,8.0,66.1,35.7,68958.0,10.9,0.0,1.7,1,0.546746856205577,1829,11001005001,5.7,57.6
4.7,1.73,38.90434905,-77.02768985,9.4,17.7,25.8,34.9,5.4,20.9,13.0,0.0,27.4,59.6,34.2,55060.0,0.6,0.0,5.6,2,0.330360092500826,6054,11001005002,4.6,71.5
9.1,1.37,38.907238,-77.03306,10.6,12.5,30.9,52.8,4.5,2.5,9.2,0.0,8.8,58.8,33.4,62933.0,2.7,0.1,4.3,1,0.181785129976368,5501,11001005201,3.3,71.4
6.9,1.45,38.91178193,-77.03844725,7.9,4.7,30.9,59.0,2.2,1.7,6.2,0.0,5.2,54.0,32.9,64555.0,2.6,0.4,0.0,10,1.95809672997846,5107,11001005301,2.3,85.5
12.2,1.6,38.90735779125,-77.04813773375,14.8,7.4,30.9,55.9,5.3,3.1,4.8,0.0,11.2,52.4,33.0,75614.0,1.7,1.0,1.5,80,12.453300124533,6424,11001005500,4.0,76.2
18.1,1.37,38.89893259,-77.0518666757143,27.1,6.1,28.7,51.6,5.8,2.8,11.1,0.0,7.2,46.5,28.6,58287.0,2.1,0.3,2.8,21,3.81540697674419,5504,11001005600,2.0,70.7
20.5,1.57,38.89561464,-77.02443528,6.8,5.8,34.8,48.1,5.5,7.6,3.9,0.0,11.8,49.7,34.3,81176.0,1.8,0.0,5.5,5,1.79597701149425,2784,11001005800,1.5,66.5
6.8,1.67,38.8962868833333,-77.0163301666667,36.6,37.2,25.7,29.4,16.8,14.5,13.6,0.0,5.5,54.8,31.9,35108.0,2.7,0.0,1.9,6,1.63800163800164,3663,11001005900,14.8,51.5
,,38.893552,-77.0476164615385,,,,,,,,,,,,,,,,13,0,0,11001006202,,
7.8,1.86,38.86675906,-77.01016026,33.7,89.9,8.1,9.7,36.7,27.6,17.9,0.0,0.0,41.5,39.7,14758.0,0.0,0.0,0.0,1,0.584795321637427,1710,11001006400,18.9,2.3
1.0,1.86,38.884430632,-77.0060073146667,2.8,3.4,41.6,45.2,3.8,2.6,6.8,0.0,8.9,43.0,33.2,69342.0,1.7,0.0,1.8,15,5.98086124401914,2508,11001006500,3.8,92.1
5.0,1.97,38.8853040571429,-76.9971422714286,5.7,1.0,32.8,58.9,0.2,3.4,4.6,0.0,1.6,42.1,32.9,74563.0,0.7,0.0,0.0,7,3.7817396002161,1851,11001006600,1.8,93.3
7.9,2.22,,,3.0,11.5,31.9,52.5,6.6,3.1,5.9,0.0,1.3,48.1,37.7,78017.0,3.7,0.0,0.5,0,0,4094,11001006700,1.9,76.4
1.0,2.39,,,12.8,63.9,23.5,24.7,19.4,11.8,20.6,0.0,4.3,46.4,36.4,39425.0,3.2,0.0,0.0,0,0,2035,11001006801,9.9,31.8
1.8,2.54,,,5.7,52.4,20.1,30.6,16.3,10.4,22.6,0.0,7.5,45.8,34.7,39821.0,5.6,0.6,0.0,0,0,2332,11001006802,3.9,39.6
